TotalOwed,AmtRepaid,PRSM
101548,39356.99,0.7751406231535825
123100,42145.32,0.6847330625507717
146855,65617.18,0.8936322222600523
105222,36997.97,0.7032363954306133
147977,41465.54,0.5604322293329369
157764,68175.24,0.8642686544458813
152946,42420.06,0.5547063669530422
144385,70739.06,0.9798671607161409
190855,72846.53,0.7633704120929501
188554,97241.55,1.0314451032595437
123085,37032.44,0.6017376609659991
164095,81101.54,0.988470581065846
146542,42297.1,0.5772693152816257
138755,56036.8,0.8077085510432057
195481,67304.1,0.6885999150812612
178100,77241.4,0.8673935991016283
101303,28534.25,0.5633446196065269
191408,86704.82,0.9059686115522863
107671,42014.37,0.7804212833539208
137030,47339.77,0.6909402320659709
173792,60768.03,0.6993190710734671
149139,59804.76,0.8020002816164786
155550,60848.82,0.7823699132111861
197742,58554.8,0.5922343255352935
119323,60980.75,1.0221122499434308
191867,63794.37,0.6649853283785122
108907,37616.03,0.690791776469832
147082,46968.25,0.6386675459947512
125202,58679.31,0.9373541956198782
137243,57413.52,0.8366695569172926
152930,43914.4,0.5743071993722618
190269,84894.61,0.892364074021517
157455,70440.19,0.8947342415293259
123880,37094.45,0.5988771391669357
140706,67996.8,0.9665088908788538
151250,56098.4,0.7417970247933885
181499,74182.28,0.8174400960886836
167022,74814.16,0.8958599465938619
190792,65938.77,0.6912110570673823
147892,58028.33,0.7847392691964407
182223,59623.44,0.6544008165818804
173226,93971.76,1.084961379931419
185542,55914.75,0.6027179829903742
122860,51103.45,0.8318972814585707
143099,54173.99,0.7571539982809103
187616,70751.03,0.7542110480982432
110335,43372.15,0.7861902388181448
178417,92079.05,1.0321779875236103
150745,67183.16,0.8913484361006999
179321,89601.89,0.99934631192108
105045,37567.21,0.715259365034033
113938,26171.82,0.45940458846039073
159122,38541.29,0.4844244039164918
115467,51969.81,0.9001673205331393
177917,67050.22,0.753724714333088
102350,47477.6,0.9277498778700537
128142,61166.03,0.9546601426542429
161419,70911.8,0.8786053686369015
113685,57740.97,1.0158063069006464
132793,36695.77,0.552676270586552
109439,51833.18,0.94725244199965275
130269,66561.56,1.0219094335567172
149882,39585.52,0.5282224683417621
102677,32514.39,0.6333334631903932
109870,48324.6,0.879668699371985
182956,81320.8,0.8889656529438772
124496,48201.7,0.7743493766868011
120228,45289.61,0.7533953821073294
146327,59620.83,0.81489854913994
165135,63850.96,0.7733183153177703
113195,31462.3,0.555895578426609
159771,59514.6,0.7449987795031638
142799,25511.27,0.3573032024033782
146180,64677.67,0.8849045012997674
122329,41310.24,0.6753956952153618
101027,42244.18,0.8362948518712819
109840,56341.16,1.0258769118718136
113972,38189.5,0.670155827747166
187976,52229.3,0.5557017917180918
109606,42306.91,0.7719816433406931
141051,60855.3,0.8628836378331243
153707,72600.77,0.9446644590031684
143143,57168.48,0.7987604004387222
131306,72746.37,1.1080433491234216
185535,82948.05,0.8941498908561727
144002,60161.57,0.8355657560311662
116603,54497.55,0.9347538228004426
150434,58617.08,0.7793062738476675
108094,36803.55,0.6809545395674136
176862,84625.73,0.9569690493152854
157965,47341.66,0.5993942962048555
192547,72776.34,0.7559332526603894
146331,75776.16,1.035681571232343
127190,68561.67,1.078098435411589
123770,53848.96,0.8701455926314939
130802,41823.25,0.639489457347747
125645,43331.05,0.6897377531935215
187867,81493.93,0.8675704620822177
184498,86885.02,0.9418532450216263
174041,87630.9,1.0070144391264126
158052,71666.47,0.9068720421127224
166485,67516.08,0.8110770339670241
170854,54692.1,0.6402203050557786
114446,54191.68,0.947026195760446
164663,62227.99,0.7558223766116249
146105,40261.15,0.551126244823928
125779,48367.35,0.7690846643716359
132904,48395.68,0.7282802624450732
132380,57815.52,0.8734781689076899
155496,67728.44,0.8711277460513454
177818,71341.08,0.8024056057317033
140844,56376.9,0.8005580642412883
134668,54771.54,0.8134306591023851
134734,45801.1,0.6798744192260305
102222,24322.08,0.47586781710395026
145533,49382.01,0.6786365978850158
131392,57274.08,0.8718046760837799
176449,96361.6,1.0922317496840448
128646,52095.13,0.8098989474993392
121092,49349.62,0.8150764707825455
156045,65190.95,0.8355403889903553
150424,90257.34,1.2000390895069935
114204,53210.84,0.9318559770235718
109751,41058.7,0.7482155060090568
103372,43562.5,0.8428297798243238
147486,51054.7,0.6923328315907951
151850,63111.82,0.8312389858412907
114055,45867.94,0.8043126561746526
100903,39039.91,0.7738106894740494
131332,48197.64,0.733981664788475
119988,37916.69,0.632008034136747
132514,61445.94,0.9273878986371251
133298,55124.5,0.827086677969662
133373,46651.85,0.6995696280356594
196800,99334.21,1.0094940040650406
134458,65340.68,0.9719121212571955
109432,42343.26,0.7738734556619636
184883,80320.9,0.8688835642000616
160940,49088.74,0.6100253510625078
123879,52877.72,0.8536994970899022
132619,53426.98,0.8057213521441121
120527,57070.22,0.9470113750445959
110140,39351.93,0.7145801706918468
115795,33823.85,0.5842022539833326
153282,68729.73,0.896774963792226
136038,53788.69,0.7907891912553846
155545,50450.88,0.6486981902343373
123527,54684.74,0.8853892671237866
177324,58416.68,0.6588694141796937
189824,50408.57,0.5311085005057317
145364,76478.66,1.0522365922786936
122827,44853.44,0.7303514699536747
167408,56852.5,0.6792088789066233
192959,55169.11,0.5718220969221441
195263,75473.68,0.7730464040806502
185817,76649.12,0.8249957754134444
159964,45390.59,0.567510064764572
130413,48063.46,0.7370961483901145
111576,51682.57,0.9264101598910159
142676,63332.83,0.8877853318007234
162509,48731.49,0.599738968303294
129418,46761.33,0.7226402818773278
132584,55875.7,0.8428724431303928
175561,78130.43,0.8900659030194632
115613,36897.95,0.638301056109607
160037,74892.57,0.9359406887157345
130222,36469.72,0.560116109413156
123752,27349.16,0.44199948283664103
106631,36081.32,0.6767510386285415
176551,73490.75,0.8325158169594055
163579,77767.37,0.9508233942009671
157840,85325.55,1.0811651039026864
101039,23623.9,0.46761943407990975
117883,46014.51,0.7806810142259698
198870,100140.64,1.007096495197868
167935,55628.15,0.6624962038884092
103997,48345.8,0.9297537428964298
140133,56409.85,0.8050901643438733
117697,42266.85,0.7182315607024817
109501,42226.38,0.7712510388032986
106040,41870.37,0.7897089777442475
128033,60385.19,0.9432754055595042
165242,83730.31,1.0134264896333862
195801,82834.76,0.8461117154662131
123205,46210.84,0.7501455298080435
121689,51484.74,0.84616916894707
119288,64395.74,1.0796683656361075
143151,57219.71,0.7994315093851947
164230,39337.98,0.4790596115204287
149570,58366.22,0.7804535668917564
187281,71128.38,0.7595899210277605
132272,48529.93,0.7337899177452523
119622,18877.44,0.3156181973215629
144687,63687.65,0.880350688036935
108785,39513.51,0.7264514409155675
116894,31871.51,0.5453061748250552
115712,30865.23,0.5334836490597346
104353,42120.53,0.8072701311893286
186414,73175.82,0.785089317325952
176644,66446.52,0.7523212789565454
199159,98502.12,0.9891807048639528
197378,101940.68,1.0329487582202677
286235,98299.45,0.6868443761245131
225055,86426.05,0.7680438115127414
292031,131314.02,0.8993156206019223
214266,108581.83,1.0135236575098243
262775,104296.77,0.7938104461992199
204670,73394.79,0.7172012507939609
240817,114679.36,0.9524191398447784
237615,107094.1,0.9014085811080951
281265,133097.94,0.9464237640659166
232258,97681.06,0.8411426947618597
239454,72766.47,0.6077699265829762
283600,130862.26,0.9228650211565586
231866,119787.89,1.0332510156728456
245814,107964.42,0.8784236862017623
218605,100894.4,0.9230749525399693
212545,100855.68,0.9490289585734785
270948,118350.09,0.8736000265733646
235456,104885.49,0.8909137163631422
242571,128408.72,1.0587310107143888
247163,111705.35,0.9039002601522073
212468,92239.22,0.8682645857258505
282815,91063.38,0.6439784311298906
277516,131395.48,0.9469398521166348
230459,110671.59,0.9604449381451798
255196,108423.61,0.8497281305349613
264357,84705.36,0.6408406813513544
222158,94197.32,0.8480209580568785
210625,96396.73,0.9153398694362017
260317,108038.46,0.8300530507035653
255063,110850.34,0.8691996879202393
208289,83577.81,0.8025177517775782
242592,99179.33,0.8176636492547158
266088,81685.27,0.6139718439012658
299057,152489.37,1.0198013756574833
204298,78145.39,0.7650137544175665
208044,60358.93,0.5802515813962431
209568,67192,0.6412429378531074
251947,119236.01,0.9465166086518196
283153,116937.75,0.8259686459264073
225944,69773.25,0.6176154268314272
251762,88324.51,0.7016508448455286
280985,112671.88,0.8019778991761126
207412,56285.4,0.5427400536130986
251555,138492.69,1.1010927232613146
224793,97411.29,0.8666754747701217
257007,73926.65,0.5752889999105082
250667,99963.12,0.7975770244986375
294952,146360.69,0.9924373457376116
216695,102666.23,0.9475643646600059
234696,83102.81,0.7081740634693391
286627,132571.98,0.9250487916351217
208636,74360.48,0.712825015817021
252833,131051.13,1.03666159085246
241363,119935.31,0.9938168650538814
209157,85626.22,0.8187746047227681
280299,129223.52,0.9220405352855344
222906,86594.16,0.7769567440984092
218649,144679.59,1.323395853628418
224041,91033.65,0.812651702143804
232871,103336.48,0.8874997745532934
221711,95778.1,0.863990510168643
290730,113676.71,0.7820088054208373
228514,73149.83,0.6402218682443964
282466,81953.4,0.5802708998605142
280725,146670.91,1.0449436993498975
220224,98792.15,0.8971969449287998
208951,101341.5,0.9700025364798446
248762,82667.95,0.6646348718855773
222719,113989.6,1.0236181017335746
215562,91607.85,0.8499443315612214
266010,145874.11,1.0967565880981918
237614,45939.57,0.3866739333540953
220771,88194.31,0.7989664403386314
239698,97765.96,0.8157428097022087
263930,70189.06,0.5318763308452998
293428,109848.96,0.7487285466962935
262627,90907.87,0.6922964508599648
220898,81084.73,0.7341372941357549
267508,120757.91,0.9028358778055235
209658,59408.15,0.566714840359061
200395,102966.09,1.0276313281269494
244589,128378.24,1.0497466361937782
264573,109674.32,0.829066609215604
233440,88368.25,0.7570960418094586
246845,118769.07,0.9622967449209019
232337,98570.79,0.8485156475292355
236766,85167.59,0.7194241571847309
250557,62378.69,0.49792015389711725
267826,130955.67,0.9779160350376737
263460,110398.27,0.8380647536627951
250046,105149.44,0.8410407684985963
250351,82286.2,0.6573666572132726
257796,110143.98,0.8545049574081832
293925,145648.01,0.9910556094241729
226666,90709.29,0.8003784422895361
270214,108283.6,0.8014655051181656
295909,129181.82,0.8731185600978679
233097,82693.29,0.709518269218394
225776,91193.87,0.8078260754021684
211542,93409.12,0.8831259986196595
231323,55414.86,0.47911240992032783
208407,97733.04,0.9379055406008435
274025,100606.32,0.7342857038591369
266551,137628.05,1.0326582905335189
286386,122474.19,0.8553084997171649
280079,148963.73,1.0637265200175665
222234,89186.54,0.8026363202750254
214554,67283.59,0.6271949252868741
247981,92316.11,0.7445417995733544
228890,98435.72,0.8601137664380271
245412,84046.04,0.6849383078252081
216307,88299,0.8164229544120163
290577,157348.93,1.0830102176015306
255346,112549.65,0.8815462157229798
280537,143947.89,1.026231049736755
246370,74731.8,0.6066631489223526
272522,56703.54,0.416139174085028
211716,105673.43,0.9982564378695988
229011,97759.69,0.8537554091288192
213987,95013.6,0.888031515933211
278262,94493.33,0.6791680502547959
217493,102035.87,0.9382910714367818
200963,102047.43,1.0155842617795314
236557,80467.1,0.6803189083392164
241035,149056.51,1.2368038666583692
243948,95721.95,0.7847733943299391
286696,83228.26,0.5806028685436838
227141,100415.75,0.8841710655495926
281699,144394.57,1.0251692054284893
263657,117404.29,0.8905835232897287
278692,111540.15,0.8004546237423392
298415,150189.96,1.0065845215555518
209403,87167,0.8325286648233311
231500,81033,0.7000691144708423
265559,107360.34,0.8085611107136267
241103,128847.88,1.06882021376756
272045,129367.76,0.9510761822492602
249445,106209.57,0.8515670388261942
211376,113773.37,1.076502251911286
254971,139560.01,1.0947128104764856
271357,132575.5,0.977129758952229
212763,114199.03,1.073485803452668
244864,97416.38,0.7956774372713017
287955,121565.61,0.844337552742616
204979,64434.69,0.6286955249074295
290292,145030.45,0.9992039050335525
292943,155407.04,1.0610053150271554
270532,141815.11,1.048416527434832
228264,105679.29,0.9259391756913048
265834,96128.24,0.7232200546205527
240231,127851.39,1.064403761379672
273565,154822.09,1.1318852192349167
298475,165682.97,1.1101966328838262
201791,90336.3,0.8953451838783693
214597,76677.12,0.7146150225772028
230019,97979.59,0.8519260582821419
295038,105923.07,0.7180300164724545
245532,104333.95,0.849860303341316
275274,151347.56,1.099613911956814
294147,138477.49,0.9415529650140916
247555,112103.06,0.9056820504534345
232246,94788.57,0.816277309404683
214505,117496.96,1.0955172140509546
279000,130825.9,0.9378200716845878
211981,96318.95,0.9087507842684014
211512,88101.77,0.8330663981239835
236871,96285.08,0.8129748259601217
259336,132541.43,1.0221599006694018
244143,101567,0.8320287700241252
205740,111198.81,1.0809644211140275
243414,125218.1,1.0288487925920449
282515,113111.82,0.8007491283648657
299783,108204,0.7218821614301011
291090,100470.34,0.6903043045106324
243546,90209.92,0.7408039548996904
288158,138144.21,0.9588087785173411
288944,105812.9,0.7324111246469904
200920,63329.06,0.6303908023093768
260802,120848.49,0.9267451169852993
202164,82566.77,0.8168296036880949
269768,146847.85,1.0886973251089826
288923,129453.22,0.8961087902313073
223774,87982.62,0.7863524806277762
210930,98013.66,0.9293477456976248
298728,85734.33,0.5739959427974612
226227,75243.7,0.6652053026385002
229529,81297.19,0.7083827315938291
293854,114047.08,0.7762159439721766
292983,134812.92,0.9202781048729791
223970,111003.47,0.9912351654239407
250184,130350.34,1.0420357816646948
270035,126665.14,0.9381386857259244
261617,125074.27,0.9561631698245909
278831,135234.77,0.9700124448142422
204066,86647.97,0.8492151558809405
236531,102600.05,0.8675399841881192
243917,119403.52,0.979050414690243
208110,85790.72,0.8244747489308539
281688,122362.5,0.8687803527306808
206826,85796.45,0.8296485935037181
215101,71001.38,0.6601678281365498
277867,90644.47,0.6524306232838013
290500,144413.45,0.9942406196213426
236288,108112.32,0.9150893824485374
256391,111022.82,0.866043035831991
242808,113478.2,0.934715495370828
241990,103986.12,0.8594249349146659
280281,115870.97,0.8268200127728957
214829,101914,0.9487918297808955
254086,102787.41,0.8090757460072574
235505,88357.67,0.7503676779686206
212871,84502.41,0.7939306904181406
205125,88526.05,0.8631424741011579
296294,90425.33,0.6103757079117363
259196,109178.3,0.842438154909798
228251,94316.2,0.8264252949603725
295750,105563.14,0.7138673879966188
289429,105740.01,0.7306801322604162
287967,125653.81,0.8726958991828925
203246,71033.96,0.6989949125690051
227168,90733.64,0.7988241301591773
251109,83079.61,0.6617015718273738
235042,107633.84,0.915868993626671
273860,106441.76,0.7773443365223106
209060,75551.36,0.7227720271692337
215060,99079.4,0.9214116990607272
281010,146355.88,1.0416417921070424
231642,86360.53,0.7456379240379551
269280,123031.91,0.9137842394533571
297173,143800.34,0.9677887291241128
231766,118028.27,1.0185123788648895
227180,111003.58,0.9772302139272824
201160,84660.02,0.8417182342413999
266940,115334.12,0.8641201768187607
283130,120126.15,0.8485582594567866
203993,83445.13,0.818117582466065
294838,132216.66,0.8968766576899857
219886,88683.58,0.8066323458519414
252993,83016.62,0.656276023447289
227473,104923.47,0.922513617000699
285984,80147.35,0.5605023357950095
236986,127599.34,1.076851290793549
236471,102555.31,0.8673817085393135
259637,119157.46,0.9178773441381621
227624,99870.35,0.8775028116543071
284356,128319.02,0.9025237378497377
273518,114736.49,0.8389684773945408
240388,143021.17,1.189919380335125
288537,134462.55,0.9320298609883654
225596,107002.71,0.9486224046525649
449093,189913.85,0.8457662444081738
327371,105753.3,0.64607616435176
421249,225714.12,1.071642282830345
355224,163778.67,0.922114890885751
394792,218094.26,1.1048565320472552
446958,137089.62,0.6134340139341952
355985,123405.83,0.6933203927131761
440745,167938.87,0.7620681800133864
352278,144893.01,0.8226060667995163
306325,127869.75,0.8348632987839713
382412,236054.05,1.2345535704946498
408451,220095.85,1.077709933382462
334792,156727.85,0.9362699825563335
440911,142377.35,0.6458326056732538
396138,218053.98,1.1008990806234191
306788,122401.37,0.7979540920766132
334741,159576.6,0.9534332513794247
371345,221304.68,1.1919087640873043
302799,140373.71,0.9271741980653833
308328,174446.65,1.1315654108611608
401404,183217.87,0.9128851232175065
387490,158795.32,0.8196098996103126
363878,165267.27,0.9083663755434513
334974,139895.76,0.835263393576815
330460,150746.98,0.9123463051503965
326123,110891.02,0.6800564204303284
330985,123489.96,0.7461967158632566
300524,158827.16,1.0570015040396108
428613,216427.65,1.0098977399192277
357305,154484.46,0.8647203929416045
438003,253511.09,1.1575769572354526
379862,193640.35,1.01952998720588
347108,141600.46,0.815887043801929
320851,153766.54,0.9584918856416219
375338,147290.23,0.784840490437952
319467,158295.31,0.9909963157384017
406188,207782.6,1.023085861719204
323628,127254.44,0.7864241660177735
376904,201366.4,1.0685288561543522
327395,131298.02,0.802077123963408
340304,130748.32,0.7684207061921107
303617,103742.76,0.683379125674781
429885,199897.71,0.9300055131023413
321367,125123.15,0.7786932074544056
323426,157726.05,0.9753455195315156
355448,169105.26,0.9515049177376157
423010,156281.08,0.7389001678447318
398959,198609.24,0.9956373461934684
325390,127138.93,0.7814556685823165
416909,233898.86,1.1220619367775702
329675,153310.98,0.9300734359596573
423323,194086.26,0.9169653432485361
420867,202223.73,0.9609863923757387
353928,148414.29,0.8386693903844851
331633,148240.96,0.894006085039788
340515,178596.13,1.0489765795926758
422448,182034.57,0.8618081752073629
355586,175935.48,0.9895523445804953
369810,159529.31,0.8627636353803304
324070,129119.83,0.7968638257166661
324974,141404.23,0.8702494968828276
316194,198885.07,1.2579939530794386
311729,126307.72,0.8103687497794558
361661,181127.02,1.0016397676276956
425725,233010.98,1.09465490633625
348724,167119.02,0.9584601002512014
310652,161489.65,1.0396820236148487
415778,190233.52,0.9150725627618584
352475,180446.6,1.0238831122774665
350563,118557.87,0.676385528421425
447814,186120.8,0.831241542247451
324109,146527.67,0.9041876035531258
306786,112829.26,0.7355567724733201
365505,139566.3,0.7636902367956662
403976,147756.56,0.7315115749450463
313472,110370.88,0.7041833401388322
308867,112985.56,0.7316130243761878
307838,146294.51,0.9504642701680754
